Schrattenflue: Hächlenzand  I;1930;;;LU;6;1189;641;189;113261;;;;
Schrattenflue: Strick  II;1913;20;50;LU;5;1189;641;189;113271;;;;
Nünalpstock;1901,3;104;1000;OW;4;1189;647;186;113281;;;;
Chli Fürstein;1900,0;5;;LU/OW;4;1189;647;193;113291;;;;
Miesenstock;1895;146;2400;OW;4;1189;650;191;113301;;;;
Böli;1856,0;80;650;LU;3;1189;640;184;113311;;;;
Alpoglerberg;1840,9;107;900;OW;4;1189;650;185;113321;;;;
Giswilerstock: Stock;1825,1;15;100;OW;3;1189;652;185;113331;;;;
Nesslenstock;1825;35;100;LU/OW;6;1189;647;183;113341;;;;
Bärenturm;1798,6;117;1950;OW;4;1189;648;190;113351;;;;
Schwändiflue;1796,7;45;750;LU;3;1189;645;193;113361;;;;
Haldimattstock;1792,7;40;1050;OW;4;1189;648;188;113371;;;;
Sattelstock;1789,5;68;850;OW;4;1189;648;191;113381;;;;
Rotspitz;1787,8;102;950;OW;4;1189;648;186;113391;;;;
Selispitz;1736,1;25;300;OW;4;1189;652;191;113401;;;;
Hunds Chnubel;1690;53;500;LU;4;1189;644;183;113411;;;;
Hürnliegg;1596,7;105;1300;LU;3;1189;638;188;113421;;;;
Bärsilichopf;1578,4;49;300;LU;4;1189;643;190;113431;;;;
Turren;1562,4;50;550;OW;4;1189;652;182;113441;;;;
Ankenhubel;1549,1;75;550;OW;4;1189;653;184;113451;;;;
Spierberg;1534;100;800;LU;4;1189;641;192;113461;;;;
Sitenegg;1531;45;750;LU;4;1189;641;182;113471;;;;
Toregghöhe;1474,0;30;500;LU;5;1189;641;190;113481;;;;
Chüblisbüel;1316;80;600;LU;4;1189;639;183;113491;;;;
Rotsandnollen;2700;493;4650;NW/OW;3;1190;669;183;113501;;Jochp;Mähren;
Hanghorn;2679,0;127;400;NW/OW;3;1190;669;184;113511;;;;
Huetstock/ Wild Geissberg;2676,1;230;1150;NW/OW;3;1190;668;184;113521;;;;
Barglen/ Schiben;2669,5;155;900;OW;3;1190;668;183;113531;;;;
Graustock;2661,8;256;2300;BE/NW/OW;3;1190;671;182;113541;;;;
Wild Geissberg;2655;56;450;NW/OW;3;1190;669;183;113551;;;;
Schwarzhorn;2638,9;45;450;NW/OW;4;1190;669;183;113561;;;;
Hüenderbergli;2630;10;;NW/OW;4;1190;669;183;113571;1;;;
Henglihorn;2627;38;300;OW;4;1190;669;183;113581;;;;
Zahm Geissberg;2514;0;;NW/OW;4;1190;667;185;113591;;;;
Chli Hohmad;2491;66;350;OW;4;1190;667;182;113601;;;;
Tannenstock;2474;;;OW;4;1190;668;182;113611;;;;
Hohmad  I;2441;34;250;OW;3;1190;666;182;113621;;;;
Hohmad  II;2416;0;;OW;4;1190;666;182;113631;;;;
Sattel/ Geissberg;2416;0;;NW;4;1190;668;185;113641;;;;
Nünalphorn;2384,9;214;900;NW/OW;3;1190;667;186;113651;;;;
Widderfeld Stock;2351,4;147;1200;NW/OW;3;1190;668;187;113661;;;;
Haupt (Brünighaupt);2311,5;144;1750;OW;2;1190;662;182;113671;;;;
Sunnigberg;2310;17;300;NW/OW;4;1190;667;186;113681;;;;
Stierendossen;2244,4;90;1100;NW;4;1190;669;187;113691;;;;
Bockistock;2223;0;;NW;4;1190;669;187;113701;;;;
Bockigrat;2206;15;300;NW;4;1190;668;186;113711;1;;;
Gross Schinder;2197;0;;OW;4;1190;667;183;113721;;;;
Ofen;2188;20;200;OW;4;1190;666;184;113731;;;;
Vorstegg;2167;0;;OW;4;1190;666;185;113741;;;;
Chli Schinder;2161;0;;OW;4;1190;667;183;113751;;;;
Heitlistock;2146,2;279;2400;OW;3;1190;661;184;113761;;;;
Schnide;2140;51;150;OW;4;1190;665;182;113771;;;;
Schnidengrätli;2114;32;400;OW;4;1190;662;182;113781;;;;
Schluchberg;2106,1;364;3300;NW/OW;4;1190;668;191;113791;;;;
Wandelen;2104,7;115;1200;OW;3;1190;661;186;113801;;;;
Hohliecht;2102;36;200;NW;4;1190;669;187;113811;;;;
Wengenhorn;2099;39;250;OW;4;1190;661;186;113821;;;;
Schluchigrat/ Steinigberg;2088;55;600;NW/OW;4;1190;668;190;113831;;;;
Astelhorn/ Arnigrat  I;2086;14;350;OW;4;1190;662;186;113841;;;;
Schild;2085;34;150;OW;4;1190;666;182;113851;;;;
Vorstegg;2081,6;37;600;OW;3;1190;662;184;113861;;;;
Gross Storchen;2078;0;;NW;4;1190;669;186;113871;;;;
Scheideggstock;2077,7;0;;NW;4;1190;669;186;113881;;;;
Bocki;2073;105;500;OW;4;1190;661;184;113891;;;;
Wagenleis;2055;;;NW/OW;4;1190;668;190;113901;;;;
Gräfimattstand;2050;33;550;NW/OW;3;1190;667;191;113911;;;;
Nünplatten;2048,8;0;;OW;4;1190;666;184;113921;;;;
Schafbandschnauz;2044;0;;NW;4;1190;669;184;113931;;;;
Güpfi: Südgipfel;2043,3;381;3000;OW;3;1190;657;183;113941;;;;
Güpfi: Nordgipfel;2042;15;250;OW;5;1190;657;183;113951;;;;
Gräfimattnollen;2034,6;21;400;NW/OW;4;1190;667;192;113961;;;;
Arnigrat  II;2028,8;55;800;OW;5;1190;662;187;113971;;;;
Alpelenhörnli;2026;0;;NW;4;1190;669;183;113981;;;;
Chrüzibödmer;2023,5;10;250;NW/OW;4;1190;668;189;113991;;;;
Höchgrat;2018,6;74;450;OW;4;1190;667;191;114001;;;;
Hanen;2015;73;600;OW;3;1190;660;186;114011;;;;
Arvigrat;2014;117;1050;NW/OW;4;1190;668;193;114021;;;;
Laucherenstock;2005;30;400;NW;4;1190;668;191;114031;;;;
Alpelenstock  I;1978;;;NW;5;1190;668;191;114041;;;;
Höh Grat;1922,5;114;850;OW;3;1190;657;184;114051;;;;
Salistock;1896,2;150;800;NW;4;1190;669;188;114061;;;;
Hüser;1896;;;OW;4;1190;666;191;114071;;;;
Alpelenstock  II;1877,0;30;300;NW;4;1190;669;191;114081;;;;
Höch Dossen;1876,9;0;;OW;4;1190;663;188;114091;;;;
Storegghorn/ Lachenhörnli;1871,5;129;600;NW/OW;4;1190;667;188;114101;;;;
Ramisgütsch;1862,5;45;400;OW;3;1190;663;185;114111;;;;
Stucklichrüz;1800,4;0;;OW;4;1190;662;188;114121;;;;
Winterhaltengrat;1756;60;600;NW;4;1190;669;192;114131;;;;
Egg;1633,3;0;;NW;4;1190;669;193;114141;;;;
Hörnli;1576;32;400;NW;4;1190;670;193;114151;;;;
Gross Spannort;3198,2;616;6750;UR;2;1191;682;182;114161;;676/180;Titlis;
Hinter Schloss;3132,6;506;1700;UR;3;1191;683;184;114171;;;;
Brunnistock;2952;661;4200;UR;2;1191;684;189;114181;;Surenenpass;H Schloss;
Vorder Schloss;2931;88;450;UR;3;1191;684;185;114191;;;;
Blackenstock;2930,1;80;1200;UR;2;1191;683;188;114201;1;;;
Uri-Rotstock;2928,3;260;1900;UR;1;1191;683;190;114211;1;;;
Chli Krönten;2910;40;250;UR;4;1191;686;182;114221;1;;;
Gitschenhöreli;2907;5;;UR;4;1191;684;189;114231;1;;;
Wissigstock;2887;329;2300;OW/UR;2;1191;681;188;114241;;;;
Mäntliser;2876;219;900;UR;3;1191;687;182;114251;;;;
Schlieren ;2830,2;123;500;UR;3;1191;683;191;114261;;;;
Schuflen;2821,8;60;500;OW/UR;4;1191;681;188;114271;1;;;
Engelberger Rotstock;2818,5;133;850;OW/UR;2;1191;680;189;114281;;;;
Ruchstock;2814;255;2050;NW/UR;2;1191;678;190;114291;;;;
Ruchstock: Südgipfel;2811,9;25;250;OW/UR;4;1191;678;189;114301;1;;;
Oberberg;2782;90;500;OW/UR;4;1191;679;190;114311;;;;
Schlossstock;2759;130;650;UR;3;1191;682;189;114321;;;;
LK-Punkt;2755,5;91;250;UR;5;1191;682;188;114331;;;;
Stotzigberg/ Stotzigberggrat;2739;150;2600;UR;4;1191;679;185;114341;1;;;
Hasenstock;2729;80;400;OW/UR;4;1191;679;189;114351;;;;
Leist;2727;40;550;OW/UR;4;1191;680;187;114361;1;;;
Hasenstöck/ Bannalpnadel;2720;30;150;NW/UR;4;1191;678;190;114371;;;;
Ruch Stöckli;2720;0;;UR;4;1191;681;182;114381;;;;
Rot Stock;2718;25;200;UR;4;1191;687;182;114391;1;;;
Sunnigen Stöck: Älplistock;2713,1;182;900;UR;4;1191;686;186;114401;;;;
Sunnigen Stöck: Fläugenfadhorn;2710;128;600;UR;4;1191;686;186;114411;;;;
Schwarzen Stöcklenen;2683;;;UR;4;1191;684;185;114421;;;;
Rot Gitschen;2673;137;800;UR;4;1191;685;190;114431;;;;
Gross Rimistock;2658;34;350;UR;4;1191;680;190;114441;;;;
Chänglischberg/ Stotzigberggrat;2645;48;600;OW/UR;4;1191;679;186;114451;;;;
Schwarz Stöckli;2642,5;;;UR;4;1191;684;182;114461;;;;
Laucherenstock;2638,7;119;500;NW/OW;4;1191;677;189;114471;;;;
Gross Sättelistock;2636,9;240;1650;NW/OW;4;1191;676;189;114481;;;;
Wissberg;2627,2;40;350;OW/UR;2;1191;679;185;114491;1;;;
Ruchen;2623;75;750;UR;3;1191;688;182;114501;;;;
Hahnen;2606,5;180;2050;OW;2;1191;677;186;114511;1;;;
Rigidalstock;2593,2;135;1150;NW/OW;4;1191;674;189;114521;;;;
Spitz Mann;2578;98;500;NW/OW;4;1191;675;189;114531;;;;
Chessel;2572,6;0;;UR;4;1191;684;191;114541;;;;
Gross Walenstock;2572;40;500;NW/OW;2;1191;674;190;114551;;;;
Hundtschingel;2571;;;UR;4;1191;688;183;114561;;;;
Schyeggstock;2568;80;300;NW/OW;4;1191;675;189;114571;;;;
LK-Punkt;2540;97;1200;UR;5;1191;686;191;114581;;;;
Gross Gemsispil;2518,5;70;800;OW;4;1191;678;187;114591;1;;;
Fulenwassergrat;2514,5;35;150;OW;4;1191;679;186;114601;1;;;
Hinter Tiergarten;2512;0;;UR;4;1191;684;188;114611;;;;
Gitschen;2511,1;90;450;UR;2;1191;686;192;114621;1;;;
Wallenstöcke: Tschudi;2511;40;350;NW;5;1191;675;190;114631;;;;
Hinter Päuggenstöckli;2508;107;250;UR;4;1191;687;183;114641;;;;
Jakobiger;2505,2;176;750;UR;3;1191;689;183;114651;;;;
Chapferplanggen Stock ;2502;0;;UR;4;1191;688;182;114661;;;;
Rund Stock;2484;0;;UR;4;1191;686;182;114671;;;;
LK-Punkt;2473;80;350;UR;5;1191;687;186;114681;1;;;
Breit Stock;2464;41;600;UR;4;1191;684;186;114691;;;;
Rund Stock;2459;70;250;UR;4;1191;687;186;114701;;;;
Graw Stock;2456;;;UR;4;1191;685;183;114711;;;;
Eggemnandli;2447,9;67;450;UR;4;1191;684;187;114721;;;;
Laubersgrat;2444,9;35;350;NW/OW;4;1191;674;182;114731;1;;;
Laucherengrat;2418;30;250;NW/OW;4;1191;676;189;114741;1;;;
Chli Sättelistock;2418;10;150;NW;4;1191;675;190;114751;;;;
Sattelstöckli;2413,5;0;;UR;4;1191;680;182;114761;;;;
Chaiserstuel;2400,4;150;1350;NW/UR;3;1191;678;192;114771;;;;
Planggengrat;2397;0;;NW/OW;4;1191;676;189;114781;;;;
Hoch Geissberg;2395;85;400;UR;3;1191;688;186;114791;1;;;
Chli Gemsispil;2380;0;;OW;4;1191;677;187;114801;;;;
Schinberg;2372;38;400;NW;4;1191;677;190;114811;;;;
Hinter Hermisalper Grätli;2370;30;100;UR;4;1191;683;185;114821;1;;;
Turm;2367,8;55;300;UR;4;1191;683;187;114831;1;;;
Vorder Päuggenstöckli;2358,8;;;UR;4;1191;687;183;114841;;;;
Rot Schutz;2351,0;0;;UR;4;1191;681;187;114851;;;;
Vorder Walenstock;2340,9;10;600;OW;4;1191;673;190;114861;;;;
Sätteliteufi;2294;25;150;NW;4;1191;675;189;114871;1;;;
Ober Nageldach;2291;0;;UR;4;1191;685;187;114881;;;;
Oberalper Grat  I;2291;0;;NW/UR;4;1191;678;192;114891;;;;
Scharlisegg;2286,0;0;;UR;4;1191;680;185;114901;;;;
Münggenstöckli;2279;0;;NW;4;1191;677;190;114911;;;;
Wallenstöcke: Rund/ Sunnigbärg;2267;15;;NW;4;1191;674;190;114921;;;;
Gwasmet;2265;51;200;UR;4;1191;689;183;114931;;;;
Unter Engelberger Egg;2265;0;;UR;4;1191;679;191;114941;;;;
Ober Engelberger Egg;2259;0;;UR;4;1191;680;190;114951;;;;
Oberalper Grat  II;2237;0;;NW/UR;5;1191;679;192;114961;;;;
Hinter Chöpf;2234;25;50;UR;4;1191;683;192;114971;;;;
Oberseemandli;2227,7;55;350;UR;4;1191;685;183;114981;1;;;
Räzelistöckli;2219;0;;UR;4;1191;681;182;114991;;;;
Bietstöck I;2212;20;500;NW;4;1191;677;191;115001;;;;
Chli Hahnen;2208;15;;OW;4;1191;677;186;115011;;;;
Hinter Chessel;2198;0;;UR;4;1191;687;186;115021;;;;
Chli Rimistock;2197;;;UR;4;1191;680;191;115031;;;;
Uf den Stucklenen;2188;0;;OW;4;1191;674;188;115041;;;;
Bietstöck II;2180,3;;;NW;4;1191;677;191;115051;;;;
Oberalper Grat  III;2173,7;10;50;UR;5;1191;679;193;115061;;;;
Chli Schlieren;2155,1;30;150;UR;4;1191;683;192;115071;1;;;
Hohmatt;2150;0;;OW;4;1191;677;187;115081;;;;
Rinderbüel;2135;0;;OW;4;1191;677;188;115091;;;;
Oberalper Grat  IV;2132;63;500;UR;5;1191;680;193;115101;;;;
Grüen Biel;2127;15;;UR;4;1191;680;186;115111;1;;;
Oberalper Grat  V: Stockzahn;2125;;;UR;5;1191;679;193;115121;;;;
Spitzen Horen;2110;40;250;UR;4;1191;689;186;115131;1;;;
Bärenstock;2107,2;51;700;UR;3;1191;681;193;115141;;;;
Riminollen;2103;0;;UR;4;1191;680;191;115151;;;;
Bettlerstock;2099;30;100;OW;4;1191;674;188;115161;;;;
Rund Stöckli;2086,6;0;;UR;4;1191;681;184;115171;;;;
Hochen Seck;2076;0;;UR;4;1191;684;184;115181;;;;
Ful Berg;2074;0;;OW;4;1191;676;187;115191;;;;
Rund Stöckli;2072;0;;UR;4;1191;680;182;115201;;;;
Angistock;2069,6;20;400;UR;4;1191;685;188;115211;1;;;
Ängi;2061;0;;NW;4;1191;673;182;115221;;;;
Sulz;2057,5;0;;UR;4;1191;679;191;115231;;;;
Fulen;2056,7;189;1200;UR;4;1191;683;193;115241;;;;
Jochnasen;2032;0;;NW;4;1191;672;182;115251;;;;
Rund Stöckli;2027,7;0;;UR;4;1191;687;187;115261;;;;
Scheidegg;2026;0;;OW/UR;4;1191;679;182;115271;;;;
Mittleren Seck;2020;0;;UR;4;1191;684;183;115281;;;;
Wangihorn;2011;0;;OW;4;1191;675;183;115291;;;;
Walegg;1943,3;0;;NW/OW;4;1191;674;191;115301;;;;
Bitzistock;1895,2;99;1200;NW/OW;4;1191;672;183;115311;;;;
Vorder Hohnätsch;1887,0;67;900;UR;5;1191;687;189;115321;;;;
Wellenberg;1341;145;1400;OW;4;1191;673;193;115331;1;;;
Gross Schärhorn;3294,5;514;6350;UR;1;1192;706;187;115341;;Tuelen;Tödi;
Gross Düssi/ Piz Git;3256,0;429;3900;GR/UR;1;1192;706;183;115351;;Fuorcla Val Pintga;Schärhorn;
Chli Schärhorn;3234;45;400;UR;2;1192;705;187;115361;;;;
Chammliberg  I;3214;183;1600;UR;2;1192;707;188;115371;;;;
Bocktschingelgrat  I;3207;15;200;UR;4;1192;706;186;115381;;;;
Gross Windgällen;3187,3;541;7300;UR;1;1192;698;184;115391;;;;
Gross Windgällen: Ostgipfel;3185;20;20;UR;6;1192;698;184;115401;;;;
Bocktschingelgrat  II;3143;0;;UR;4;1192;706;186;115411;;;;
Gross Ruchen;3138;397;3200;UR;2;1192;701;185;115421;;;;
Chli Düssi;3127;;;GR/UR;3;1192;705;182;115431;;;;
Chammlihoren;3026;59;400;UR;4;1192;707;187;115441;;;;
Hälsigrat  I;3025;0;;UR;4;1192;705;186;115451;;;;
Ruchen: Ruchennadel;3024;75;50;UR;4;1192;702;185;115461;;;;
Chli Windgällen;2985,9;265;1300;UR;2;1192;697;183;115471;;;;
Chli Ruchen;2944;151;1700;UR;2;1192;703;186;115481;;;;
Hinter Chalchschijen;2938;80;100;UR;5;1192;703;186;115491;;;;
Pucher;2933;100;450;UR;4;1192;700;184;115501;;;;
Ruchenfensterstock;2930;50;;UR;6;1192;701;184;115511;;;;
Stäfelstock;2918;40;350;UR;4;1192;699;185;115521;;;;
Hagstäcken;2918;40;100;GR/UR;4;1192;706;182;115531;;;;
Ruchenfensterturm;2918;35;50;UR;4;1192;701;184;115541;;;;
Hölenstock/ Maderaner Wiss Stöckli;2903;135;450;UR;4;1192;699;185;115551;;;;
Sattelhoren;2880;30;200;UR;4;1192;703;186;115561;;;;
LK-Punkt;2868;69;400;UR;5;1192;704;187;115571;;;;
Mittler Chalchschijen;2858;;;UR;5;1192;704;186;115581;;;;
Höchen Schijen;2843;10;;UR;4;1192;705;182;115591;1;;;
Gwasmet;2842;0;;UR;4;1192;700;184;115601;;;;
Vorder Chalchschijen;2830;40;250;UR;4;1192;704;185;115611;;;;
Chanzeli;2825;30;150;UR;4;1192;702;185;115621;1;;;
Rot Horn;2822;40;300;UR;4;1192;697;184;115631;;;;
Schwarz Horn;2803;80;100;UR;4;1192;697;184;115641;;;;
Alpgnofer Stock;2767;75;350;UR;4;1192;702;184;115651;;;;
Furggelihorn;2765;105;250;UR;4;1192;698;184;115661;;;;
Schächentaler Windgällen: Höch Windgällen;2763,5;700;6500;UR;2;1192;703;193;115671;1;;Chammliberg;
Alpgnofer Stock: Östlicher Westgipfel;2750;;;UR;6;1192;702;184;115681;;;;
Alpgnofer Stock: Westlicher Westgipfel;2750;;;UR;6;1192;702;184;115691;;;;
Griessstock: Hinter Griessstock;2734;65;800;UR;4;1192;704;187;115701;;;;
Griessstock: Mittler Griessstock;2730;60;400;UR;6;1192;703;187;115711;;;;
Hälsigrat  II;2720;;;UR;4;1192;705;186;115721;;;;
Huetstöckli;2706;0;;UR;4;1192;704;186;115731;;;;
Alpgnofer Stock: Ostgipfel;2680;;;UR;6;1192;702;184;115741;;;;
Griessstock: Vorder Griessstock;2664;13;500;UR;4;1192;704;188;115751;;;;
Griessstock: Mittaghorn;2662;;;UR;4;1192;703;188;115761;;;;
Maderaner Schwarz Stöckli;2614;127;500;UR;4;1192;699;183;115771;;;;
Wysse Platten;2598;;;UR;4;1192;704;185;115781;;;;
Schwarz Berg;2589;0;;UR;4;1192;700;184;115791;;;;
Schächentaler Windgällen: Läged Windgällen;2573;50;550;UR;3;1192;703;193;115801;;;;
Schwarz Stöckli;2568;232;600;UR;4;1192;698;186;115811;;;;
Schächentaler Windgällen: Läged Windgällen: Westgipfel;2537;;;UR;6;1192;703;193;115821;;;;
Schächentaler Windgällen: Läged Windgällen: Ostgipfel/ Chäserturm;2520;0;;UR;5;1192;704;193;115831;;;;
Hoch Fulen;2506;261;2350;UR;3;1192;696;187;115841;;;;
Ruchälplistock;2476;23;350;UR;4;1192;690;182;115851;;;;
Blinzi;2473;155;2200;UR;3;1192;698;188;115861;;;;
Rot Grat;2470;141;650;UR;4;1192;696;186;115871;;;;
Rinderstock;2464;150;550;UR;4;1192;696;186;115881;;;;
Eggen;2454;0;;UR;4;1192;703;184;115891;;;;
Sittliser;2445;115;750;UR;3;1192;698;187;115901;;;;
Chli Glatten  I;2437;25;350;UR;5;1192;707;192;115911;;;;
Schächentaler Windgällen: Läged Windgällen: Bastion;2420;;;UR;6;1192;703;193;115921;;;;
Bälmeten;2414,0;162;1750;UR;3;1192;694;187;115931;;;;
Plattigrat  I;2413;;;UR;4;1192;698;187;115941;;;;
Wiss Stöckli;2406;134;350;UR;4;1192;699;186;115951;;;;
Blauw Höreli;2404;150;1000;UR;4;1192;699;189;115961;;;;
Gross Spitzen;2399,7;25;200;UR;3;1192;699;189;115971;;;;
Plattigrat  II;2387;30;500;UR;4;1192;697;187;115981;;;;
Wäspen;2345;35;350;UR;4;1192;703;188;115991;;;;
Chli Glatten  II;2343;;;UR;5;1192;706;192;116001;;;;
Chammlihöreli;2342,7;0;;UR;4;1192;706;190;116011;;;;
Geissberg  I;2318;100;900;UR;4;1192;705;193;116021;;;;
Grossgander/ Stock;2311;0;;UR;4;1192;690;182;116031;;;;
Berglichopf;2307,7;20;150;UR;4;1192;702;193;116041;;;;
Chli Glatten  III;2305;35;300;UR;4;1192;707;193;116051;;;;
Chli Spitzen;2296;45;400;UR;3;1192;699;189;116061;;;;
Rau Stöckli;2290;0;;UR;4;1192;705;193;116071;;;;
Burg;2286;181;1000;UR;4;1192;697;188;116081;;;;
Ober Sädel;2254;0;;UR;4;1192;703;193;116091;;;;
Geissberg  II;2235;0;;UR;4;1192;705;192;116101;;;;
Rinderstock;2219;30;200;UR;4;1192;698;187;116111;1;;;
Riedersegg;2208;0;;UR;4;1192;696;184;116121;;;;
Plangger Butzli;2205;15;200;UR;4;1192;702;188;116131;1;;;
Lang Biel;2201;10;100;UR;4;1192;696;185;116141;1;;;
Tierbalm;2190;0;;UR;4;1192;697;189;116151;;;;
Chulm;2167;35;450;UR;4;1192;703;189;116161;1;;;
Hoch Chopf;2164,1;0;;UR;4;1192;702;189;116171;;;;
Eigenstock;2154;0;;UR;4;1192;697;182;116181;;;;
Wängihorn;2149,1;40;400;UR;4;1192;697;189;116191;;;;
Stränzengrind;2149;0;;UR;4;1192;699;187;116201;;;;
Schijen;2096;;;UR;4;1192;690;183;116211;;;;
Axen;2096;0;;UR;4;1192;703;193;116221;;;;
Chapuziner;2089;0;;UR;4;1192;694;186;116231;;;;
Bödmerstöckli;2076;0;;UR;4;1192;706;192;116241;;;;
Uf den Spitzen;2047;35;350;UR;4;1192;690;183;116251;1;;;
Sunnig Grat;2033,3;0;;UR;4;1192;691;182;116261;;;;
Schwarz Grat/ Griggeler;2017,8;25;750;UR;4;1192;693;187;116271;;;;
Tödi: Piz Russein;3614;1570;42050;GL/GR;1;1193;712;185;116281;;Oberalpass;Dammastock;
Tödi: Glarner Tödi;3586;15;350;GL;4;1193;713;185;116291;;;;
Piz Dado;3432;61;300;GL/GR;4;1193;712;184;116301;;;;
Stoc Grond;3422;70;300;GL/GR;4;1193;712;184;116311;;;;
Bifertenstock/ Piz Durschin;3420;380;2450;GL/GR;1;1193;715;184;116321;1;Bifertenlücke;;
Tödi: Sandgipfel;3390;0;;GL;4;1193;713;186;116331;;;;
Bifertenstock: Ostgratgipfel  I;3368,1;34;550;GL/GR;5;1193;716;185;116341;;;;
Piz Urlaun;3359;99;950;GL/GR;2;1193;713;183;116351;;;;
LK-Punkt;3327;52;250;GL/GR;5;1193;713;183;116361;;;;
Piz Frisal;3292;112;450;GR;2;1193;716;184;116371;;;;
Clariden;3267;413;3600;GL/UR;1;1193;709;188;116381;;;Schärhhorn;
Cavistrau Grond;3252;448;1850;GR;2;1193;717;182;116391;;;;
Bifertenstock: Ostgratgipfel  II;3244;29;450;GL/GR;5;1193;717;185;116401;;;;
Cavistrau Pign;3220;100;500;GR;3;1193;717;182;116411;;;;
Piz Cambrialas: Südgipfel;3208;364;1800;GR;2;1193;707;183;116421;;;;
Piz Cambrialas: Nordgipfel;3205;100;400;GR;5;1193;707;183;116431;;;;
Crap Grond;3196;25;450;GR;4;1193;716;182;116441;;;;
Clariden: Westgipfel  I;3193;45;225;UR;5;1193;708;188;116451;;;;
Chammliberg  II;3169;20;350;UR;5;1193;707;188;116461;1;;;
Hausstock;3158;655;9700;GR;1;1193;724;192;116471;;Kistenpass;BifertenstockVorgipfel;
Clariden: Skigipfel;3130;10;;UR;6;1193;708;188;116481;;;;
Clariden: Westgipfel  II;3127;30;350;UR;5;1193;708;188;116491;;;;
Bündner Tödi/ Tödi Grischun;3124;62;450;GL/GR;4;1193;715;184;116501;;;;
Claridenhorn;3120;30;250;GL/UR;4;1193;709;188;116511;1;;;
Ruchi;3107;170;1750;GL/GR;2;1193;722;191;116521;;;;
Heimstock;3102;185;2000;GR/UR;3;1193;709;184;116531;;Planura;;
Piz Tumpiv;3101;20;200;GR;3;1193;718;182;116541;;;;
Bifertenstock: Vorgipfel;3096;32;200;GL/GR;5;1193;718;185;116551;;;;
Muttenstock;3089,0;103;1350;GL/GR;3;1193;722;190;116561;;;;
Hinter Schiben;3084;120;1200;GL;3;1193;717;186;116571;;;;
Bocktschingel  I;3079;170;1400;GL/UR;3;1193;710;189;116581;;;;
Chli Tödi/ Crap Glaruna;3076;85;650;GL/GR;4;1193;711;185;116591;;;;
Piz Posta Biala;3074;260;1200;GR;4;1193;714;182;116601;;;;
Bocktschingel  II;3068;;;GL/UR;5;1193;711;189;116611;;;;
Piz Cazarauls;3063,1;63;750;GL/GR/UR;3;1193;709;185;116621;;;;
Chli Ruchi;3039;38;350;GL/GR;4;1193;722;191;116631;;;;
LK-Punkt;3031;40;150;GR;5;1193;712;183;116641;;;;
Selbsanft (Hinter Selbsanft);3029;180;1500;GL;1;1193;717;187;116651;;;;
Piz Gavirolas;3025;0;;GR;4;1193;722;189;116661;;;;
Hinter Spitzalpelistock  I;3007;75;1050;GL;5;1193;710;186;116671;;;;
Piz Cazarauls: Vorgipfel;2992;20;300;GL/UR;5;1193;709;186;116681;;;;
Vorder Schiben  I;2987;100;350;GL;3;1193;717;186;116691;;;;
Vorder Schiben  II;2974;;;GL;5;1193;717;187;116701;;;;
Gemsfairenstock;2972,1;124;2000;GL/UR;2;1193;712;190;116711;;;;
Südlicher Tüfelsstock;2968;49;;GL/UR;6;1193;711;190;116721;;;;
Speichstock;2967;90;950;GL/UR;4;1193;711;190;116731;1;;;
Nördlicher Tüfelsstock;2961;50;200;GL/UR;4;1193;711;190;116741;;;;
Kleine Tüfelsstöck;2961;;;GL/UR;5;1193;711;190;116751;;;;
Gliemsstöckli;2959;80;400;GR;5;1193;714;182;116761;;;;
Piz Val Pintga  I;2957;85;800;GR/UR;4;1193;708;184;116771;;;;
Muttenbergen;2956;103;900;GL/GR;4;1193;721;189;116781;;;;
Tödi: Grünhorn;2953;;;GL;4;1193;714;185;116791;;;;
Piz Val Pintga  II;2952;;;GR/UR;5;1193;708;184;116801;;;;
Mittler Selbsanft: Plattas Alvas;2950;31;350;GL;4;1193;717;188;116811;;;;
Hinter Spitzalpelistock  II;2937;0;;GL;3;1193;710;186;116821;;;;
Vorder Spitzalpelistock;2929;60;500;GL;3;1193;711;188;116831;;;;
Stoc Pign;2914;40;500;GR;4;1193;712;182;116841;;;;
Piz Tgietschen;2900;;;GR;5;1193;714;182;116851;;;;
Nüschenstock;2893;248;1500;GL;3;1193;720;192;116861;;;;
Crap Ner;2878;;;GR;4;1193;723;188;116871;;;;
Piz Gliems;2863;;;GR;4;1193;712;182;116881;;;;
Rüchi;2849,8;;;GL;3;1193;720;192;116891;;;;
Scheidstöckli;2810;50;700;GL;4;1193;720;193;116901;1;;;
Cuolm Tgietschen;2798;130;600;GR;4;1193;709;183;116911;;;;
Piz d' Artgas;2786;209;1200;GR;3;1193;722;186;116921;;;;
Piz Dadens;2773;97;800;GR;3;1193;719;183;116931;;;;
Vorder Selbsanft/ Hauserhorn;2750,6;40;250;GL;3;1193;717;190;116941;;;;
Kistenstöckli/ Muot da Rubi;2745,6;134;1650;GL/GR;4;1193;720;186;116951;;;;
Hintersulzhorn  I;2738;92;350;GL;4;1193;721;192;116961;;;;
Tödi: Gelbe Wand;2738;;;GL;4;1193;714;184;116971;;;;
Hintersulzhorn  II;2731;15;;GL;5;1193;721;192;116981;;;;
Hinter Geissbützistock;2720;95;900;GL;3;1193;713;189;116991;;;;
Piz Dado;2699;70;600;GR;3;1193;720;183;117001;;;;
Vorstegstock;2678;84;600;GL;3;1193;721;193;117011;;;;
